Gene,Rv0019c,Rv0020c,Rv0022c,Rv0023,Rv0038,Rv0042c,Rv0043c,Rv0047c,Rv0054,Rv0067c,Rv0078,Rv0081,Rv0117,Rv0135c,Rv0144,Rv0158,Rv0165c,Rv0182c,Rv0195,Rv0212c,Rv0232,Rv0238,Rv0260c,Rv0273c,Rv0275c,Rv0302,Rv0324,Rv0328,Rv0330c,Rv0339c,Rv0348,Rv0353,Rv0377,Rv0445c,Rv0452,Rv0465c,Rv0472c,Rv0474,Rv0485,Rv0491,Rv0494,Rv0560c,Rv0576,Rv0586,Rv0599c,Rv0602c,Rv0608,Rv0623,Rv0653c,Rv0674,Rv0678,Rv0681,Rv0691c,Rv0735,Rv0737,Rv0744c,Rv0757,Rv0767c,Rv0792c,Rv0818,Rv0821c,Rv0823c,Rv0827c,Rv0844c,Rv0880,Rv0891c,Rv0894,Rv0903c,Rv0967,Rv0981,Rv1019,Rv1027c,Rv1033c,Rv1049,Rv1129c,Rv1151c,Rv1152,Rv1167c,Rv1176c,Rv1186c,Rv1189,Rv1219c,Rv1221,Rv1255c,Rv1267c,Rv1287,Rv1332,Rv1353c,Rv1358,Rv1359,Rv1379,Rv1395,Rv1404,Rv1423,Rv1453,Rv1460,Rv1473A,Rv1474c,Rv1556,Rv1560,Rv1626,Rv1657,Rv1674c,Rv1675c,Rv1719,Rv1725c,Rv1740,Rv1773c,Rv1776c,Rv1816,Rv1828,Rv1830,Rv1846c,Rv1909c,Rv1931c,Rv1956,Rv1960c,Rv1963c,Rv1985c,Rv1990c,Rv1994c,Rv2009,Rv2011c,Rv2017,Rv2021c,Rv2034,Rv2069,Rv2160A,Rv2160c,Rv2175c,Rv2242,Rv2250c,Rv2258c,Rv2282c,Rv2324,Rv2359,Rv2374c,Rv2478c,Rv2488c,Rv2506,Rv2595,Rv2621c,Rv2640c,Rv2642,Rv2703,Rv2710,Rv2711,Rv2720,Rv2745c,Rv2760c,Rv2779c,Rv2788,Rv2827c,Rv2884,Rv2887,Rv2912c,Rv2986c,Rv2989,Rv3050c,Rv3055,Rv3058c,Rv3060c,Rv3066,Rv3082c,Rv3095,Rv3124,Rv3133c,Rv3143,Rv3160c,Rv3164c,Rv3167c,Rv3173c,Rv3183,Rv3197A,Rv3208,Rv3219,Rv3223c,Rv3246c,Rv3249c,Rv3260c,Rv3286c,Rv3291c,Rv3295,Rv3301c,Rv3328c,Rv3334,Rv3405c,Rv3414c,Rv3416,Rv3417c,Rv3488,Rv3557c,Rv3574,Rv3583c,Rv3597c,Rv3676,Rv3681c,Rv3692,Rv3736,Rv3744,Rv3765c,Rv3830c,Rv3833,Rv3840,Rv3849,Rv3852,Rv3855,Rv3862c,Rv3911
Rv1685c,0.99689779,0.996984244,0.144493608,0.002591727,0.999994718,0.761314098,0.796222205,0.898787232,0.995255132,0.762840926,0.674960762,0.000326423,0.997278565,0.963644914,0.745091717,0.857247673,0.966318411,0.378283582,0.383824568,0.280446924,0.857102792,0.008271004,0.002656768,0.952793789,0.987612263,0.990037106,0.026777166,0.387122729,0.948057666,0.654739858,0.28684192,0.108238147,0.906952581,0.983088463,0.163448514,0.746014163,0.934136085,0.151015603,0.98403601,0.999472501,0.886078876,0.960082159,0.465844636,0.531671455,0.999725397,0.765934883,0.999279794,0.999986508,0.895906996,0.939120473,0.112532268,0.998889861,0.999587585,0.720208628,0.960262718,0.324279215,0.007834174,0.902127043,0.985322026,0.094718469,0.772160345,0.999656657,0.957854752,0.999889049,0.899729394,0.957834509,0.967793882,0.999836315,0.999608835,0.479410432,0.77756056,0.848970647,0.137809777,0.580316888,0.97022345,0.9363663,0.810139444,0.961949845,0.990453152,0.832090297,0.948012371,0.828752823,0.178263162,0.548114636,0.999135943,0.198645675,0.890346742,0.863372457,0.742129008,0.999456661,0.979150694,0.991273703,0.858778718,0.297685581,0.986739308,0.964459824,0.401693391,0.359680923,0.984690319,0.945390003,0.907197351,0.943694975,0.999977825,0.998660929,0.971413199,0.79957058,0.999348018,0.999869325,0.165347111,0.281252185,0.837190569,0.576448039,0.848117955,0.41458594,0.520867711,0.667869849,0.996198728,0.504686301,0.893379124,0.545482255,0.524449128,0.999733896,0.620280007,0.991208608,0.849938844,0.567336286,0.995704484,0.999031786,0.998211535,0.803685753,0.933595395,0.970162036,0.992603902,0.297324344,0.99617584,0.999691562,0.541484113,0.651128827,0.999775696,0.994425611,0.035862749,0.999571686,0.985509007,0.832858232,0.545409642,0.845001183,0.815252845,0.359834723,0.871232801,0.999303986,0.628763046,0.632158308,0.61334824,0.378774938,0.033340388,0.602021601,0.848370501,0.949850422,0.343404358,0.957087381,0.245237666,0.616500493,0.948765594,0.999391798,0.162140583,0.973581319,0.003170365,0.999348058,0.999974491,0.952243655,0.455696654,0.703551094,0.969956185,0.999493548,0.168970989,0.99992349,0.01252219,0.881330925,0.763212395,0.14055648,0.859475532,0.571962495,0.74349263,0.999934615,0.444919625,0.994144197,0.941729813,0.999898385,0.221489992,0.957157714,0.96222095,0.60684969,0.95253978,0.982484515,0.096592413,0.596366871,0.999972975,0.999157361,0.904758465,0.764051354,0.485245057,0.999473323,0.997533672,0.915840335,0.494088181,0.879027132,0.999927506,0.795143562,0.851498988
Rv1686c,0.999490539,0.986558166,2.03E-05,0.357051994,0.999994718,0.655751433,0.981506591,0.643771738,0.995255132,0.842644532,0.356282327,2.52E-10,0.983086453,0.917920508,0.888950469,0.906832084,0.734887175,0.790386899,0.975850241,0.470172391,0.524750777,0.000136169,0.014463607,0.981150956,0.945256843,0.992239709,0.1223315,0.732016471,0.996614063,0.695867972,0.836467392,0.916768386,0.922443004,0.92845282,0.068637377,0.854956931,0.956928273,0.367949002,0.98403601,0.999472501,0.544915571,0.707261968,0.480709154,0.276476373,0.999725397,0.823962809,0.999279794,0.999986508,0.531772982,0.935538242,0.133334247,0.998889861,0.999587585,0.426324736,0.965414593,0.159205655,0.030529952,0.962988386,0.974640592,0.413307851,0.98286412,0.999656657,0.91131801,0.999889049,0.830866476,0.939059063,0.964551491,0.999836315,0.999608835,0.578902582,0.692704505,0.669348674,0.447194896,0.87069632,0.913682721,0.9363663,0.81187826,0.898106886,0.99827021,0.522919089,0.944550938,0.676479164,0.492898156,0.511034014,0.999135943,0.062034306,0.853446242,0.96567339,0.673911166,0.999456661,0.979055221,0.981232697,0.906074735,0.384070006,0.995281467,0.999624267,0.451267139,0.999226035,0.984690319,0.835256582,0.931208271,0.785076649,0.999977825,0.998660929,0.95424864,0.731092152,0.999348018,0.999869325,0.782213831,0.267603168,0.716185864,0.983337414,0.845951956,0.507922752,0.598115673,0.795449603,0.996198728,0.566417911,0.981242276,0.850858468,0.026388407,0.999733896,0.541288268,0.991208608,0.561117214,0.847770265,0.994821572,0.999031786,0.980696711,0.946033488,0.587523151,0.97548297,0.777012831,0.431737691,0.978379567,0.999691562,0.964766335,0.81239229,0.999775696,0.894744805,0.613519369,0.999571686,0.974589396,0.642633769,0.226729829,0.754055473,0.679798305,0.659909277,0.947959185,0.999303986,0.608205044,0.272916575,0.157287414,0.861843904,0.02989596,0.668602548,0.955243513,0.908669828,0.226979048,0.942582554,0.212842303,0.616500493,0.94547267,0.999391798,0.042465107,0.953653696,5.26E-05,0.999348058,0.999974491,0.78430673,0.611231349,0.807149864,0.969956185,0.999493548,0.163850032,0.99992349,0.058478235,0.751977018,0.949372144,0.652863381,0.089109356,0.594789314,0.795787472,0.999934615,0.416966632,0.961401873,0.973128053,0.999898385,0.162619665,0.224304982,0.96222095,0.449737618,0.47212103,0.988750059,0.555639995,0.713539625,0.999972975,0.999157361,0.936738096,0.78573706,0.368894285,0.999473323,0.997533672,0.950347388,0.006186376,0.818195245,0.877923658,0.694657335,0.959111451
Rv1687c,0.997080516,0.998157692,0.000267859,0.094462269,0.999994718,0.663602742,0.879723548,0.806406655,0.994519134,0.848982122,0.106388803,1.95E-24,0.98478357,0.963882511,0.988451317,0.969016334,0.886229033,0.465392949,0.967012522,0.51546574,0.442347864,0.003370632,0.056298206,0.965206304,0.944787039,0.987371004,0.088235242,0.544670416,0.998035594,0.386665237,0.817256114,0.076019704,0.937699129,0.915610807,0.339313404,0.687748271,0.91760493,0.220512499,0.98403601,0.999472501,0.658440955,0.837685714,0.825104112,0.230360696,0.999725397,0.848749408,0.999279794,0.999986508,0.736809321,0.942635329,0.143375523,0.998889861,0.999587585,0.382318515,0.975735532,0.220437872,0.004081978,0.949845426,0.986802535,0.933761666,0.7197389,0.999656657,0.899572954,0.999889049,0.768720555,0.978670237,0.982714447,0.999836315,0.999608835,0.867165194,0.630213151,0.495835585,0.456275278,0.941716395,0.822866227,0.9363663,0.988155059,0.986747959,0.869292194,0.894650146,0.825798023,0.98706535,0.372211344,0.779005302,0.999135943,0.378115411,0.882342489,0.688560761,0.358295065,0.999456661,0.979055221,0.925016447,0.978581975,0.551783908,0.954073976,0.974300235,0.703061723,0.999226035,0.984690319,0.892561523,0.916518028,0.951787805,0.999977825,0.998660929,0.973229954,0.755885148,0.999348018,0.999869325,0.811554716,0.682998006,0.850806171,0.902594698,0.958839766,0.392323469,0.369642874,0.863781073,0.996198728,0.563591376,0.956070676,0.845410048,0.001797343,0.999733896,0.40743929,0.991208608,0.978169214,0.801195286,0.999473299,0.999031786,0.924738398,0.805716099,0.892047861,0.957991863,0.585072186,0.269349322,0.920973631,0.999691562,0.783986505,0.87724985,0.999775696,0.878259244,0.74334541,0.999571686,0.937220237,0.85150832,0.047529383,0.459788884,0.917110173,0.524103874,0.935309858,0.999303986,0.887935877,0.275036843,0.688161213,0.918763222,0.049200954,0.669941115,0.857020166,0.89941949,0.131213307,0.851160416,0.455017106,0.528290498,0.933831654,0.999391798,0.090993159,0.953653696,0.05002249,0.999348058,0.999974491,0.821606187,0.449649013,0.916720754,0.969956185,0.999493548,0.092947351,0.99992349,0.02482533,0.640102986,0.743798268,0.288727966,0.422260831,0.219047947,0.864442887,0.999934615,0.313250189,0.95188111,0.874840942,0.999898385,0.158235602,0.974481684,0.96222095,0.474468373,0.132491786,0.99062486,0.865559145,0.6885303,0.999972975,0.999157361,0.936738096,0.764051354,0.551451688,0.999473323,0.997533672,0.945490188,0.912118627,0.733809128,0.854871562,0.790772541,0.715815654
Rv1688,0.999943875,0.993432404,0.25974295,0.429351773,0.999994718,0.765273934,0.965712499,0.735027397,0.985577039,0.846389529,0.815139982,7.65E-15,0.98478357,0.825390354,0.994212656,0.940144205,0.934996553,0.200962378,0.192543924,0.738069464,0.336394531,0.002227435,0.328159251,0.703841621,0.981987677,0.992239709,0.002499669,0.772656916,0.96006771,0.800610388,0.113118207,0.125457683,0.944210942,0.978924769,0.227138794,0.031344798,0.888257875,0.729220424,0.98403601,0.999472501,0.741864546,0.954359242,0.119229789,0.472452847,0.999725397,0.43342177,0.999279794,0.999986508,0.247392734,0.941397095,0.246677945,0.998889861,0.999587585,0.646387353,0.960262718,0.877259639,0.004421096,0.97769681,0.93724962,6.08E-05,0.801691724,0.999656657,0.94811181,0.999889049,0.615865643,0.995681876,0.971071727,0.999836315,0.999608835,0.563507348,0.886966538,0.903192514,0.553067905,0.78503375,0.697775878,0.9363663,0.93576062,0.727680082,0.822699971,0.794663037,0.730211079,0.331212637,0.322930286,0.198413786,0.999135943,0.562223889,0.284668243,0.774494743,0.05166967,0.999456661,0.97613127,0.926937604,0.987243713,0.618383186,0.979296979,0.890084728,0.491540201,0.999226035,0.984690319,0.904458348,0.901200794,0.942478212,0.999977825,0.998660929,0.622369023,0.848179364,0.999348018,0.999869325,0.200798827,0.707435507,0.97488597,0.970550576,0.961035749,0.406552503,0.621959442,0.957108747,0.996198728,0.113180707,0.33135605,0.530158429,0.886454452,0.999733896,0.98898136,0.991208608,0.866558756,0.841811231,0.995706101,0.999031786,0.996577178,0.977226864,0.67920354,0.947564093,0.791522359,0.970930177,0.919194799,0.999691562,0.315249277,0.950928997,0.999775696,0.973781811,0.406628894,0.999571686,0.98339836,0.869606016,0.016330342,0.836257247,0.922595245,0.943905489,0.92316391,0.999303986,0.692807184,0.344654908,0.115146563,0.696223105,0.008329174,0.493050171,0.686726351,0.965207874,0.304595872,0.76980172,0.080799505,0.527524634,0.966141882,0.999391798,0.024922814,0.953653696,0.758221293,0.999348058,0.999974491,0.634569081,0.390991661,0.769054835,0.969956185,0.999493548,0.017645389,0.99992349,0.303464715,0.767916466,0.830605979,0.056303141,0.028107817,0.041056164,0.350428738,0.999934615,0.281591765,0.971086329,0.909967009,0.999898385,9.35E-08,0.17509128,0.984994023,0.131654516,0.443091016,0.990372384,0.199810885,0.29332643,0.999972975,0.999157361,0.922183409,0.764051354,0.73050998,0.999473323,0.997533672,0.836538177,0.181418932,0.869140687,0.976251083,0.896210284,0.63643296
Rv1689,0.985635143,0.996556748,0.696288459,2.10E-06,0.915547776,0.688656909,0.98458636,0.053119068,0.987860534,0.773512725,0.024194048,0.006346154,0.996402114,0.931656464,0.888950469,0.924212871,0.848120593,0.318731644,0.237928082,0.728219261,0.816162917,3.40E-08,0.472532642,0.799389249,0.975730446,0.992239709,0.978563738,0.906026245,0.948057666,0.726183772,0.39442582,0.687941296,0.996562715,0.994844064,0.736586691,0.492410544,0.908654513,0.550158179,0.98403601,0.999472501,0.917310694,0.942305614,0.127051338,0.3418379,0.999725397,0.679931084,0.999279794,0.999986508,0.989937585,0.873506052,0.102395431,0.998889861,0.999587585,0.939898177,0.960262718,0.341868094,0.009253327,0.635786331,0.993345989,0.659952722,0.334171009,0.999656657,0.913564272,0.999889049,0.786568319,0.532051552,0.982714447,0.999836315,0.999608835,0.886744719,0.85779044,0.714707117,0.377986367,0.004232502,0.772626869,0.960318924,0.752768281,0.274046065,0.658243789,0.557685821,0.916120152,0.82736722,0.382621162,0.969391653,0.999135943,0.968870212,0.702526983,0.572540156,0.084188071,0.999456661,0.979055221,0.223432406,0.818135983,0.893397319,0.895468531,0.831744173,0.832521385,0.999226035,0.984690319,0.92626096,0.72221724,0.685853093,0.999977825,0.998660929,0.451757085,0.925983216,0.999348018,0.999869325,0.934413085,0.98719705,0.885078743,0.874640167,0.961035749,0.825484749,0.803463671,0.682121539,0.996198728,0.682416582,0.855473313,0.744695957,0.248624387,0.999733896,0.609970901,0.991208608,0.605490217,0.039876691,0.994821572,0.999031786,0.914976719,0.955696155,0.739474202,0.949070877,0.891428138,0.978561578,0.860368674,0.999691562,0.359499319,0.714860779,0.999775696,0.895414768,0.813389172,0.999571686,0.835097181,0.642633769,0.101891655,0.917574463,0.853995383,0.878592922,0.650069782,0.999303986,0.959678691,0.22901857,0.7295235,0.078077812,0.000549968,0.785887514,0.764070462,0.406725854,0.050854329,0.960998432,0.002228567,0.816902535,0.803842323,0.999391798,0.020563552,0.97622637,0.505920146,0.999348058,0.999974491,0.994247614,0.434120433,0.686613214,0.969956185,0.999493548,0.992626214,0.99992349,2.24E-06,0.977751926,0.859942394,0.724977137,2.08E-07,0.373903748,0.895124223,0.999934615,0.960719526,0.994144197,0.949438127,0.999898385,0.16738882,0.685425525,0.96222095,0.785469613,0.050679292,0.998010945,0.533217858,0.341926369,0.999972975,0.999157361,0.936738096,0.961952215,0.990603399,0.999473323,0.997533672,0.7840877,0.177839297,0.490028398,0.864432939,0.922354618,0.854981758
Rv1690,0.999943875,0.963775433,1.00E-05,0.412204009,0.999994718,0.854173726,0.250362359,0.922610234,0.934489451,0.93125363,0.894563106,0.000284899,0.980917721,0.82794104,0.831264625,0.855457027,0.928424148,0.673464153,0.877560177,0.581069693,0.871752986,0.000332184,0.024452571,0.905750569,0.898772007,0.97298605,0.72328065,0.835509482,0.955434946,0.371783695,0.852039126,0.961896141,0.958760933,0.994652629,3.01E-06,0.818158274,0.841164924,0.230668624,0.98403601,0.999472501,0.932983229,0.885279771,0.501379497,0.714022704,0.999725397,0.932787592,0.999279794,0.999986508,0.963473234,0.954801446,0.174024874,0.998889861,0.999587585,0.983902436,0.994499224,0.025805717,0.011123168,0.965220887,0.943111538,7.35E-10,0.895246052,0.999656657,0.963052133,0.999889049,0.358751823,0.770835501,0.996381123,0.999836315,0.999608835,0.671940032,0.966295306,0.758097947,0.55325151,0.688046886,0.974791641,0.9363663,0.679111882,0.904394716,0.989727779,0.976485483,0.995736021,0.747423497,0.403246853,0.928355652,0.999135943,0.29747657,0.239191252,0.231315943,0.295233292,0.999456661,0.997372744,0.427419857,0.456242703,0.034288699,0.979940828,0.846486994,0.973647144,0.999226035,0.984690319,0.616260135,0.789531734,0.893340481,0.999977825,0.998660929,0.530804565,0.823186608,0.999348018,0.999869325,0.978699383,0.571307694,0.707741414,0.919767988,0.020805971,0.492030401,0.808564535,0.388943732,0.996198728,0.288634592,0.653091238,0.015950152,0.436081299,0.999733896,0.291507942,0.991208608,0.922491613,0.597585747,0.994821572,0.999031786,0.906749346,0.993671699,0.364100355,0.480177002,0.827876552,0.984009267,0.918374204,0.999691562,0.824198456,0.81239229,0.999775696,0.016044891,0.932961471,0.999571686,9.50E-07,0.540790362,0.213367592,0.893358838,0.8294332,0.710866429,0.991351475,0.999303986,0.82785817,0.487414717,0.000217183,0.586444138,0.132190621,0.508325749,0.890553078,0.90139106,0.575659194,0.884206915,0.605618835,0.565887763,0.979797463,0.999391798,0.903430335,0.953653696,0.479310782,0.999348058,0.999974491,0.858563052,0.878782569,0.823514971,0.969956185,0.999493548,0.16243719,0.99992349,1.21E-09,0.283443049,0.863310503,4.36E-05,0.641874545,0.464467772,0.844510112,0.999934615,0.326760033,0.985522096,0.847342422,0.999898385,0.000539016,0.921070077,0.96222095,0.777384548,0.397333613,0.684701331,0.612507195,0.907520504,0.999972975,0.999157361,0.979105669,0.786316756,0.648998787,0.999473323,0.997533672,0.902484173,0.001181346,0.197091236,0.860086985,0.389941855,0.919886619
Rv1691,0.999943875,0.986076903,0.005773607,0.164222523,0.999994718,0.290857918,0.559070888,0.763913983,0.950117204,0.950880294,0.007036046,0.104063618,0.990239772,0.900448451,0.980697511,0.972463499,0.85063361,0.332588701,0.347966804,0.891410994,0.972391086,5.51E-06,0.287348971,0.612820942,0.955018086,0.981364116,0.000464106,0.909054923,0.948057666,0.283184085,0.259656511,0.430895548,0.926069542,0.941522989,0.968075594,0.887974267,0.993699492,0.538106493,0.98403601,0.999472501,0.387456467,0.854061258,0.000428709,0.899999381,0.999725397,0.740582354,0.999279794,0.999986508,0.971983499,0.935538242,0.466890645,0.998889861,0.999587585,0.777504275,0.960262718,0.133294358,0.00028616,0.581710382,0.994926124,1.93E-18,0.610305056,0.999681207,0.898660232,0.999889049,0.102529907,0.902068836,0.986107582,0.999836315,0.999608835,0.967448343,0.854971559,0.931615063,0.113095082,0.895014121,0.950150574,0.975721131,0.752768281,0.303253176,0.614699476,0.978143696,0.961939632,0.050171908,0.04679753,0.867503007,0.999135943,0.015281163,0.0266564,2.28E-21,0.766728131,0.999456661,0.987488624,0.079693452,0.970019342,0.007922642,0.995409063,0.892866395,0.997084724,0.999226035,0.984690319,0.83050135,0.7108119,0.893556661,0.999977825,0.998660929,0.276377016,0.890421588,0.999348018,0.286875323,0.173989068,0.355919299,0.953107427,0.999212722,0.540626298,0.679316489,0.882519932,0.059732989,0.996295411,0.177873583,0.306125522,0.861990363,0.708350719,0.999733896,0.738833766,0.991208608,0.242024017,0.768397747,0.994821572,0.999031786,0.906601408,0.80896533,0.040131273,0.382548184,0.751525911,0.995310354,0.889255275,0.999691562,0.527532276,0.83785156,0.999775696,0.294189155,0.423320618,0.999571686,0.981220317,0.580089953,0.522952269,0.993988112,0.798911938,0.975550249,0.949186085,0.999303986,0.772894616,0.180297121,0.649895611,2.17E-07,0.005187841,0.577942622,0.667333911,0.559750726,0.486131069,0.90281148,0.110389081,0.550734836,0.532882689,0.999391798,0.957623833,0.959624092,0.673469616,0.999348058,0.999974491,0.967688323,0.354179594,0.703551094,0.969956185,0.999493548,0.471938097,0.99992349,8.49E-20,0.938437261,0.000138315,0.0279405,0.057397714,0.296765408,0.536803318,0.999934615,0.983645892,0.864031447,0.792410058,0.999898385,2.86E-10,0.000301899,0.97959977,0.441357625,0.726115987,0.99062486,0.718686187,0.909276463,0.999972975,0.999157361,0.968265859,0.753897868,0.709636893,0.999473323,0.998540489,0.609443603,0.152156227,0.961980201,0.941047117,0.577538999,0.417920038
Rv1692,0.969798799,0.998157692,0.298731674,0.000709012,0.999994718,0.414726305,0.460969112,0.91256913,0.944529177,0.948602984,0.121719724,0.844112267,0.980917721,0.778693883,0.906161469,0.981749758,0.976455771,0.050298924,0.380877713,0.728270031,0.468763176,0.005105084,0.061212989,0.481146881,0.744435198,0.932545124,1.19E-06,0.722693347,0.988694567,0.719928389,0.048450903,0.22133902,0.97166681,0.979439542,0.547945074,0.905906399,0.965897426,0.827373502,0.977593913,0.999472501,0.273631497,0.869202694,0.000229467,0.948106705,0.999725397,0.2709267,0.999279794,0.999986508,0.851800906,0.990485768,0.901661611,0.998889861,0.999587585,0.793828765,0.965414593,0.616728534,0.254720054,0.910387625,0.990906373,8.07E-10,0.896058427,0.999656657,0.91131801,0.999889049,0.17244497,0.679072268,0.956846087,0.999836315,0.999608835,0.551411895,0.780594676,0.713406751,0.038465296,0.718183107,0.782390638,0.9363663,0.771794677,0.56289173,0.837588085,0.659367307,0.876399855,0.016120518,0.805078519,0.948440211,0.999135943,0.972112837,0.070734164,1.80E-11,0.833793238,0.999456661,0.979055221,0.148316464,0.885070722,0.218188817,0.761310141,0.831744173,0.72524752,0.999226035,0.984690319,0.969667853,0.796831856,0.909936958,0.999977825,0.998660929,0.29622653,0.758120889,0.999348018,0.999869325,0.058886266,0.405569512,0.79085171,0.960501033,0.353343263,0.197808061,0.043827616,0.402615333,0.997759476,0.63978376,0.387512221,0.778628663,0.876357669,0.999733896,0.726832609,0.991208608,0.595669139,0.859258797,0.994821572,0.999031786,0.910040362,0.987514705,0.167353859,0.031461003,0.428571692,0.966330087,0.339809435,0.999691562,0.736026927,0.821703249,0.999775696,0.371152565,0.590076214,0.999571686,0.990441865,0.999211233,0.630103668,0.718735234,0.304952628,0.855616339,0.809923841,0.999303986,0.79581948,0.238838392,0.035175084,2.34E-12,0.008823747,0.858995067,0.138662683,0.538302014,0.735553112,0.814805231,0.003265262,0.566623083,0.417147128,0.999391798,0.647400985,0.962782474,0.93791258,0.999348058,0.999974491,0.373067429,0.318543397,0.626354794,0.969956185,0.999493548,0.35784184,0.99992349,6.13E-05,0.709345115,0.000166263,0.431698595,0.004135806,0.548828868,0.807778156,0.999934615,0.699196351,0.984951981,0.967938697,0.999898385,0.923530583,0.975960925,0.997448187,0.770551424,0.741954029,0.982484515,0.91684063,0.831402755,0.999972975,0.999157361,0.980852046,0.617978451,0.125039243,0.999473323,0.997533672,0.855702589,0.001603358,0.998223665,0.939493688,0.93314648,0.275895666
Rv1693,0.99689779,0.986558166,0.268948277,0.00859491,0.999994718,0.961201021,0.730301,0.987251316,0.70357153,0.943177252,0.66273964,0.065174859,0.990239772,0.961367485,0.888950469,0.758590032,0.997927436,0.112987609,0.968856005,0.762775941,0.895094937,0.588619292,0.003534972,0.361207467,0.98667552,0.962041628,0.813652645,0.356354924,0.953514167,0.727345577,0.99159915,0.000701351,0.910257777,0.995675399,0.215871971,0.91067041,0.692910948,0.994947425,0.992625173,0.999472501,0.747977924,0.808757547,0.005762962,0.813445745,0.999725397,0.684981141,0.999279794,0.999986508,0.687946829,0.935538242,0.595723671,0.998889861,0.999587585,0.995278475,0.960262718,0.80399785,0.884599636,0.61956033,0.975166478,0.605823784,0.907153743,0.999656657,0.913564272,0.999889049,0.998447051,0.737039554,0.964551491,0.999836315,0.999608835,0.47522723,0.987632538,0.528590615,0.988415035,0.987994486,0.981959228,0.959829667,0.858769929,0.992860223,0.88878044,0.054023171,0.771278348,0.084591058,0.4000607,0.98153041,0.999135943,0.235329228,0.044088885,0.563788705,0.526597907,0.999456661,0.987488624,0.604811647,0.084935107,0.548216658,0.913146908,0.964560542,0.673563938,0.999226035,0.984690319,0.983449442,0.737245654,0.90276325,0.999977825,0.998660929,0.310517236,0.790949534,0.999348018,0.999869325,0.954664971,0.866195067,0.922604398,0.989183889,0.487285947,0.521979277,0.644318213,0.26449782,0.996842714,0.789925272,0.744168242,0.910460409,0.967562837,0.999733896,0.987959857,0.991208608,0.916439137,0.090097106,0.999473299,0.999031786,0.962928154,0.771728249,0.000132225,0.794903982,0.797792636,0.971669002,0.950437798,0.999691562,0.375289667,0.852651084,0.999775696,0.320902837,0.720501392,0.999571686,0.032063921,0.834481889,0.651714495,0.84999663,0.820344849,0.962686511,0.934926313,0.999303986,0.757176351,0.987090995,0.321883619,0.462487312,0.874291298,0.859622803,0.345505757,0.603614036,0.746447661,0.952007432,0.837564761,0.646769624,0.893176651,0.999391798,0.444167955,0.962312285,0.016728813,0.999348058,0.999974491,0.451557684,0.945067434,0.843236413,0.99231899,0.999493548,0.334217478,0.99992349,0.32246281,0.897111868,0.985947135,0.171061102,0.034763553,0.466164639,0.983916314,0.999934615,0.6974362,0.997006309,0.894999215,0.999898385,0.926405531,3.62E-07,0.96222095,0.000867354,0.812996564,0.99062486,0.890755977,0.926966508,0.999972975,0.999157361,0.976535676,0.875149259,0.037628961,0.999473323,0.997533672,0.880678608,0.000261551,0.919497224,0.98975739,0.908735826,0.610876616
Rv1694,0.997080516,0.992069325,0.146171551,4.88E-17,0.999994718,0.723022085,0.050790561,0.663555546,0.992274059,0.922467777,0.182355528,0.029175293,0.767197026,0.853077427,0.038744311,0.907482049,0.732009717,0.850417554,0.99586262,0.481057488,0.30504039,0.562438937,4.40E-07,0.924847143,0.914254882,0.985567594,0.472502559,0.717055443,0.948057666,0.756765345,0.000578276,0.454096921,0.989444925,0.934381401,0.107066751,0.290507297,0.821245352,0.600947815,0.98403601,0.999472501,0.16979588,0.925237223,1.30E-10,0.65105764,0.999725397,0.379116298,0.999279794,0.999986508,0.623234284,0.936645629,0.895339179,0.998889861,0.999587585,0.911232041,0.965561984,0.599621311,0.367918426,0.906829704,0.93724962,0.005502416,0.93161351,0.999656657,0.924108907,0.999889049,0.772489389,0.984635661,0.956846087,0.999836315,0.999608835,0.408070873,0.941585177,0.966526498,0.343372068,0.964708019,0.993039408,0.9363663,0.875733272,0.575155376,0.609267903,0.960129643,0.931454368,0.050400576,0.820867356,0.973199256,0.999135943,0.590185724,0.046944205,0.562432685,0.057044821,0.999456661,0.994124103,0.241556074,0.895678671,0.934092803,0.712903883,0.960376881,0.831133618,0.999226035,0.984690319,0.90555135,0.909906648,0.996289789,0.999977825,0.998660929,0.379428423,0.791610164,0.999348018,0.955746814,0.578801727,0.714321501,0.729173082,0.975389696,0.751482598,0.164109156,0.337843343,0.154107273,0.996198728,0.312380053,0.560354905,0.812904466,0.648954794,0.999733896,0.842281603,0.991208608,0.254122502,3.74E-05,0.994821572,0.999031786,0.981530534,0.809721199,0.069202457,0.306391543,0.110695469,0.986505222,0.957637181,0.999691562,0.756768973,0.880056481,0.999775696,0.647187704,0.226262751,0.999571686,0.97758802,0.654566899,0.033926264,0.527858853,0.155378607,0.919928943,0.737804355,0.999303986,0.471090759,0.057124827,0.692255606,0.247535627,0.525205111,0.872614069,0.042187916,0.799309669,0.845880211,0.898081504,0.438168865,0.553758566,0.903466501,0.999391798,0.194997289,0.990010544,0.458189083,0.999348058,0.999974491,0.957535687,0.581085398,0.92107285,0.970500603,0.999493548,0.961161244,0.99992349,0.842473897,0.541262421,0.272617237,0.139673332,9.48E-06,0.828906231,0.837746374,0.999934615,0.722975592,0.966909437,0.786044717,0.999898385,0.298733381,0.179262832,0.9026746,0.975140431,0.168756653,0.982484515,0.219946675,0.436443775,0.999972975,0.999157361,0.967288704,0.987663488,0.138967547,0.999473323,0.997533672,0.871137514,0.004733281,0.78096723,0.90631824,0.986200147,0.856915407
